Codigo Barra;Codigo Pieza;Especificacion;Descripcion;Repuesto;Procedencia;Marca;Unidad;Medida;Precio Venta
6.327;MD-105277-025;R123A/CB-1822;CASQ.BIELA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;025                          R123A/CB-1822;127,36
6.328;MD-105277-050;R123A/CB-1822;CASQ.BIELA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;050                              R123A/CB-1822;127,36
6.329;MD-105277-075;R123A/CB-1822;CASQ.BIELA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;075                               R123A/CB-1822;0,00
6.330;MD-105277-1.00;R123A/CB-1822;CASQ.BIELA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;0-100                             R123A/CB-1822;0,00
6.331;MD-105277-STD;R123A/CB-1822;CASQ.BIELA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;STD                                R123A/CB-1822;107,94
6.332;11213-15050-T;11213-15060 EE90;EMPAQUE TAPA VALANCIN TOY.4AF/5AF CARB.CURVO;LAN/NGC;USA;TOYOTA;PZA;CURVO;0,00
6.333;MD-105377-050;;PISTON MIT.4G64-N   86.5MM   OLD 1.5x1.5x4;NPC;JAPON;MITSUBISHI;JGO;50;0,00
6.334;MD-105377-STD;43258      NPC;PISTON MIT.4G64-N   86.5MM   OLD 1.5x1.5x4;TEIKIN;TW.;MITSUBISHI;JGO;STD                          43258;0,00
6.335;48820-0K010-NNC;SL-3880;ESTABILIZADOR DEL.TOY.VIGO/2WD 04- RUNNER USAL;NNC/YOKOMITSU;TW.;TOYOTA;PZA;12x10x185 L         SL-3880;0,00
6.336;24312-33130;H574RU29MM MD-110029;CORREA DIST.153D MIT.4G63/4G67   LARGO-ANCHO   89-     HYUN.;SUN;JAPON;MITSUBISHI;PZA;153Dx29    H574RU29MM/HX574RU29MM;0,00
6.337;24312-33030;A566RU29MM;CORREA DIST.151D MIT.4G61  ELANTRA;SUN*;JAPON;MITSUBISHI;PZA;151Dx29-SUN         A566RU29MM;0,00
6.338;MD-111427;A559RU100/149XR25;CORREA DIST.149D MIT.6G72/V6/12V/3.0cc./PAJERO;MIT/SUN;JAPON;MITSUBISHI;PZA;149D                      A559RU100/149XR25;0,00
6.339;11301-75030;YSK-TA1345     TCT;CARCAZA B/ACEITE TOY.1RZ/2RZFE/BASE;YSK;JP;TOYOTA;PZA;CARCAZA;0,00
6.340;54618-0E000;SL-4870;ESTABILIZADOR DEL.NIS.CEFIRO 91-06 L parecido GA15;555;JAPON;NISSAN;PZA;10x10x111L         SL-4870;0,00
6.341;MD-115977;A205YU050/65XY13;CORREA DIST.65D MIT.4G63 /4G67   B/ACEITE   92-;SUN/MIT;JAPON;MITSUBISHI;PZA;65D                         A205YU050/65XY13;67,84
6.342;MD-120487;A457RU24MM;CORREA DIST.122D MIT.4G63 (ANCHO);SUN;JAPON;MITSUBISHI;PZA;122Dx24-SUN             A457RU24MM;0,00
6.343;MD-127840-TUF;IMB-0346-TUFF /MIN-43T/MA;VALVULA IN MIT.4G61/4G67/4G73/4G63/16V. 4PZ-JGO;NPC/DOK/BEN/ROC;JAPON;MITSUBISHI;JGO;6.5x34x109.5        IMB-0346-TYFF/MIN-43T/MA-43-0T;0,00
6.344;MD-127841-TUF;EMB-5346-TUFF;VALVULA EX MIT.4G61/4G67/4G73/4G63/16V. 4PZ-JGO;NPC/DOK/BEN;JAPON;MITSUBISHI;JGO;6.5x30.5x109.5         EMB-5346-TUFF;0,00
6.345;MD-128434-TUF;IMB-0350-TUFF;VALVULA IN AUXL.MIT.4G13/4G15   12V.  91/;NPC:DOKURO;JAPON;MITSUBISHI;JGO;6.5x26x101               IMB-0350;0,00
6.346;MD-128435-TUF;IMB-1350-TUFF;VALVULA IN MIT.4G13/4G15   12V.;NPC;JAPON;MITSUBISHI;JGO;6.5x31x101             IMB-1350-TUFF;0,00
6.347;11213-15080;ET017/THR9163;EMPAQUE TAPA VALANCIN TOY.4AF/5AFE/7AFE INY. 92-99  RECTO;LANDSTAR;USA;TOYOTA;PZA;RECTO                    THR9163;0,00
6.348;MD-104939-025;SWM31080/33890-3F/20006;ANILLAS MIT.6G72 /V6  91.1MM  (OLD) 1.5X1.5X4  12V.;NPR*/TP/RIK;JAPON;MITSUBISHI;JGO;025                        SWM31080/33890-3F/20006;0,00
6.349;13011-54130-025;SDT10167ZZ;ANILLAS TOY.5L  99.5MM;NPR;JAPON;TOYOTA;JGO;025                          SDT10137ZZ;0,00
6.350;MD-104939-050;SWM31080/33890-3F/20006;ANILLAS MIT.6G72 /V6  91.1MM  (OLD) 1.5X1.5X4  12V.;NPR*/TP/RIK;JAPON;MITSUBISHI;JGO;050                        SWM31080/33890-3F/20006;0,00
6.351;MD-104939-075;SWM31080/33890-3F/20006;ANILLAS MIT.6G72 /V6  91.1MM  (OLD) 1.5X1.5X4  12V.;NPR*/TP/RIK;JAPON;MITSUBISHI;JGO;075                        SWM31080/33890-3F/20006;0,00
6.352;MD-104939-STD;SWM31080/33890-3F/20006;ANILLAS MIT.6G72 /V6  91.1MM  (OLD) 1.5X1.5X4  12V.;NPR*/TP/RIK;JAPON;MITSUBISHI;JGO;STD                        SWM31080/33890-3F/20006;0,00
6.353;MD-050130-M;163ZBS25  MD-134377;CORREA DIST.163D MIT.4D55/4D56 0k*;MITSUBOSHI;JAPON;MITSUBISHI;PZA;163Dx25-MIT-ok*           163ZBS25;203,61
6.354;MD-135481;IMB-0363-TUFF;VALVULA IN  MIT.6G72/V6  24V.4PZ-JGO NEW 4G63/GDI;NPC/DOK;JAPON;MITSUBISHI;JGO;6.5x35x106.5               IMB-0363-TUFF;0,00
6.355;MD-135482-TUF;EMB-5363-TUFF;VALVULA EX MIT.6G72/V6 24V.4PZ-JGO NEW 4G63/GDI;NPC/DOK;JAPON;MITSUBISHI;JGO;6.5x30.5x105.5          EMB-5363-TUFF;0,00
6.356;MD-136790-XXXXXXX;JC-341 /JC-31 /JC-340;FILTRO ACEITE MIT.4G54/6G72/6G74 NO PEDIR XXXXXXXX;JHFXXXXXXX;KOREA;MITSUBISHI;PZA;JC-341 /JC-31           /JC-340;0,00
6.357;MD-140070;H809YU32MM;CORREA DIST.257D MIT.6G72/6G73/V6   DIAMANTE;SUN;JAPON;MITSUBISHI;PZA;257Dx32-SUN              H809YU32MM;0,00
6.358;12033-7S001-050;SWN30149ZZ;ANILLAS NIS.VK56DE  98MM 1.5x1.5x2.5  V8 TITAN;NPR;JAPON;NISSAN;JGO;050                             SWN30149ZZ;598,65
6.359;MD-143090-050;R130A/CB-1825;CASQ.BIELA MIT.G13/4G13/4G15    88-  (NEW);TAHIO/NDC;JAPON;MITSUBISHI;JGO;050                          R130A/CB-1825;0,00
6.360;MD-143090-075;R130A/CB-1825;CASQ.BIELA MIT.G13/4G13/4G15    88-  (NEW);TAHIO/NDC;JAPON;MITSUBISHI;JGO;075                          R130A/CB-1825;0,00
6.361;1210-ET000-STD;N8419;PISTON NIS.MR20DE/2.0 TIIDA/VERSA/MEGANE;TOTO;JAPON;NISSAN;JGO;STD-TOTO              N8419;0,00
6.362;MD-143090-STD;R130A/CB-1825;CASQ.BIELA MIT.G13/4G13/4G15    88-  (NEW);TAHIO/NDC;JAPON;MITSUBISHI;JGO;STD                          R130A/CB-1825;113,16
6.363;MD-143995;ET-209;EMPAQUE TAPA VALANCIN MIT.4G13/4G15  8V.  89-96;LANDSTAR;USA;MITSUBISHI;PZA;6 HUECOS         ET-209;0,00
6.364;5PK-1100;90916-02116NPC;CORREA ALT.ZURCO TOY.3S-GE/5SF/RAV4;NPC/NBC;JP.;TOYOTA;PZA;5PK-1100                  90916-02116;0,00
6.365;MD-182537-MRK;TBK60-288/215/JUP60-013-1;RODAMIENTO TESADOR MIT.4G63/4G64 94- C/SEJA;MRK/NTN*;JAPON;MITSUBISHI;PZA;10x60x32.5 ok**      NEP60-011B-3/JPU60-013B-1;0,00
6.366;MD-145813-MIT;92MR22;CORREA DIST.92D MIT.4G13/4G15  90-ON  ANCHO  LANCER;MITSUBOSHI;JAPON;MITSUBISHI;PZA;92Dx22-MIT              92MR22;0,00
6.367;UE38-41920;;CILINDRO AUXILIAR EMBRAGUE MAZ.B2600 3/4;EAGLE;JAPON;MAZDA;PZA;;0,00
6.368;11213-22010;THR9001;EMPAQUE TAPA VALANCIN TOY.3K/4K/5K/7K;TOWA;TW.;TOYOTA;PZA;;0,00
6.369;MD-149314-TUF;EMB-5350-TUFF;VALVULA EX MIT.4G13/4G15   91-  12V.;NPC;JAPON;MITSUBISHI;JGO;6.5x33x101             EMB-5350-TUFF;0,00
6.370;S381-26157;M4627/47x57.6x7.5x13.5;RETEN RUEDA TRAS.MAZ.F8 BONGO;MUSASHI;JAPON;MAZDA;PZA;47x57.6x7.5x13.5/M4627;0,00
6.371;1456-10-235;;EMPAQUE TAPA VALANCIN MAZ.S2;TOWA;TW.;MAZDA;PZA;;0,00
6.372;MD-152909;YSK-MB1074;BOMBA ACEITE MIT.6G72/V6   3000cc /MONTERO;YSK;TW;MITSUBISHI;PZA;YSK-MB1074;0,00
6.373;F801-23-200-STD;42168/M8605-0;PISTON MAZ.F8   8V.  86MM  1.5X1.5X4 PLANO 3P;NPC/IZUMI/TOTO/TIK/TEIKIN;JP.;MAZDA;JGO;STD                       42168/M8605-0;0,00
6.374;MD-153104;30x46x7  F4143 /NJ-252;RETEN CIGÜEÑAL DEL.MIT.4G13/4G15;MUSASHI/NGC;JAPON;MITSUBISHI;PZA;30x46x7                          F4143/NJ-252;0,00
6.375;MD-154258;YSK-MB1127;BOMBA ACEITE MIT 6G72/6G75/12V/3.0/3.8/V6 90-00;YSK;TW;MITSUBISHI;PZA;;0,00
6.376;MD-156604-KOYO;PU276033RR1D/MD-121993;RODAMIENTO TESADOR GUIA AUXL.MIT.4G63/4G64/4G92/4G93 T/TROMPO;KOYO**;JAPON;MITSUBISHI;PZA;27x60x32    PU276033RR1D/JPU52-128/JF434/TBK276033;141,80
6.377;90919-02212;IG-9006;BOBINA IND.TOY.3VZ/5VZFE/V6/TACOMA  95-;SPARK/TOM;TW;TOYOTA;PZA;1PERx178x2ENxRECTO     IG-9006;0,00
6.378;MR-992256;;BUJE TIJERAL INF.MIT.4G64/KB5T/4WD;TE;JAPOPN;MITSUBISHI;PZA;MR992256;0,00
6.379;MD-119671-050-RL;M9116-R/L MD-158317;PISTON HYUN.MIT.6G72/V6  91.1MM R/L 12V. 1.5x1.5x4;TOTO/NPC/IZU;JAPON;MITSUBISHI;JGO;050                                   M9116;0,00
6.380;MD-119671-STD-RL;M9116-R/L MD-158317;PISTON HYUN.MIT.6G72/V6  91.1MM R/L 12V. 1.5x1.5x4;TOTO/NPC/IZU;JAPON;MITSUBISHI;JGO;STD;0,00
6.381;B3C8-18840;HS-104/KW-409;BULBO TEMPERATURA MAZ.F8/R2;TAMA;JAPON;MAZDA;PZA;HS-104/KW-409;0,00
6.382;MD-158549-075;SWM31076/21005/20630/2067;ANILLAS MIT.4G15 NEW 12V. 75.5MM  1.2x1.5x3;NPR/RIK;JAPON;MITSUBISHI;JGO;075                     SWM31076/21005/20630/20670;0,00
6.383;MD-158549-1.00;SWM31076/21005/20630/2067;ANILLAS MIT.4G15 NEW 12V. 75.5MM  1.2x1.5x3;NPR/RIK;JAPON;MITSUBISHI;JGO;0.100                   SWM31076/21005/20630/20670;0,00
6.384;48654-04030;48654-04040;BUJE TIJERAL INF.TOY.1KZ/4RUNNER/HILUX/TACOMA/PRADO/TUNDRA 96-02   CHICO-ALTO;TZK*;JAPON;TOYOTA;PZA;19x49x72           48654-04030/04040;0,00
6.385;48632-60010;;BUJE TIJERAL SUP.TOY.L/C  FZJ/HDJ100   98-;TE/TZK/B;JAPON;TOYOTA;PZA;14x52x66                             48632-60010;0,00
6.386;MD-158908-050;SWM31082/3389720004/21004;ANILLAS MIT.4G13 NEW 71MM 1.2X1.5X3;NPR/TP/RIK;JAPON;MITSUBISHI;JGO;050                      SWM31082/3389720004/21004;0,00
6.387;MD-192319-MIT;158MR32/MD-164287;CORREA DIST.158D MIT.4D68/4D65  92-;MITSUBOSHI;JAPON;MITSUBISHI;PZA;158Dx32-MIT         158MR32/MFMB3009;0,00
6.388;MD-164533;;TESADOR HIDRAULICO MIT.6G72/V6;CAMELIA;JAPON;MITSUBISHI;PZA;;0,00
6.389;MD-164541;WV56MC-76.5/ZB56MC-76.5;TERMOSTATO MIT.4M40/4D68/4D65/4G91/4G92/93;HKT/TAMA;JAPON*;MITSUBISHI;PZA;WV56MC-76.5/ZB56MC-76.5;0,00
6.390;21010-85G25;GWN-54A/N-74;BOMBA AGUA NIS.NA20;GMB;JAPON;NISSAN;PZA;4PERx5PER                   GWN-54AN-74;0,00
6.391;MD-165949-025;SWM31078/33920-3FAC;ANILLAS MIT.6G72/V6/24V.  91.1MM  NEW  1.2X1.5X3;NPR;JAPON;MITSUBISHI;JGO;025                            SWM31078/33920-3FAC;0,00
6.392;30610-59G10;FM-2277/FM-2255/SM-N453;BOMBA EMBRAGUE NIS.Z20/D21/TERRANO 86-92 (OLD) DIAG.C/TACHO;FIC/EAGLE*;JAPON*;NISSAN;PZA;2PERx118xS/LHxC/Tx5/8xALU  FM-2277/FM-2255/SM-N453;0,00
6.393;MD-172036-075;;PISTON MIT.4G13   71MM   12V   NEW;NPC;JAPON;MITSUBISHI;JGO;75;0,00
6.394;MD-172530;VGM-B023;GUIA VALV.EX MIT.4G92/4G93 16V.2TZ/3RZ/2E/5A/4G63/4G64  8pz. 6G72/6G74 24V.LARGO OK*;ROCKY/BEN;JAPON;MITSUBISHI;PZA;6x11x50;14,29
6.395;MD-173211-025;SWM31079/33902-3F/20740;ANILLAS MIT.4G92/4G93  16V. 81MM  1x1x2.5;TP/RIK/NPR;JAPON;MITSUBISHI;JGO;025                        SWM31079/33902-3F/20740;0,00
6.396;MD-173211-050;SWM31079/33902-3F/20740;ANILLAS MIT.4G92/4G93  16V. 81MM  1x1x2.5;TP/RIK/NPR;JAPON;MITSUBISHI;JGO;050                        SWM31079/33902-3F/20740;0,00
6.397;MD-173211-STD;SWM31079/33902-3F/20740;ANILLAS MIT.4G92/4G93  16V. 81MM  1x1x2.5;TP/RIK/NPR;JAPON;MITSUBISHI;JGO;STD                        SWM31079/33902-3F/20740;0,00
6.398;MD-173603-TUF;EMB-5361/MIX-110T;VALVULA EX MIT.4D68    NEG.;BEN/NPC;JAPON;MITSUBISHI;JGO;8x32x114                  EMB-5361/MIX-110T;0,00
6.399;MD-174884-025;R135A/CB-1828;CASQ.BIELA MIT.4G92/4G93;TAHIO/NDC;JAPON;MITSUBISHI;JGO;025                           R135A/CB-1828;0,00
6.400;11213-35020-ER;ET027    11213-38010;EMPAQUE TAPA VALANCIN TOY.20R//21R/22R;ERISTIC;TW.;TOYOTA;PZA;;0,00
6.401;MD-174884-050;R135A/CB-1828;CASQ.BIELA MIT.4G92/4G93;TAHIO/NDC;JAPON;MITSUBISHI;JGO;050                           R135A/CB-1828;0,00
6.402;MD-174884-075;R135A/CB-1828;CASQ.BIELA MIT.4G92/4G93;TAHIO/NDC;JAPON;MITSUBISHI;JGO;075                          R135A/CB-1828;0,00
6.403;MD-174884-1.00;R135A/CB-1828;CASQ.BIELA MIT.4G92/4G93;TAHIO/NDC;JAPON;MITSUBISHI;JGO;0-100                       R135A/CB-1828;0,00
6.404;MD-174884-STD;R135A/CB-1828;CASQ.BIELA MIT.4G92/4G93;TAHIO/NDC;JAPON;MITSUBISHI;JGO;STD                         R135A/CB-1828;0,00
6.405;MD-176387-MIT;A381YU29MM;CORREA DIST.121D MIT.4G92-4G93 LANCER RVR (ANCHO) 1.8cc;SUN;JAPON;MITSUBISHI;PZA;121Dx29-SUN             A381YU29MM;0,00
6.406;MD-176388;153XY29;CORREA DIST.153D MIT.4G92  MIRAGE  91-97 (CORTO);MIT/SUN;JAPON;MITSUBISHI;PZA;153Dx29-MIT                153XY29;0,00
6.407;MD-306414;M-45/GWM-47A MD-179030;BOMBA AGUA MIT.4G92/4G93   91- RVR;GMB/NPW/B/A;JAPON;MITSUBISHI;PZA;24DTSx7PER                   M-45/GWM-47A;0,00
6.408;MD-181583;YSK-MB1172/21340-42800;BOMBA ACEITE MIT.4D55/4D56T /HYU.H100 ok*;TOM/YSK/TBK/BIK/NNP/NGC;JAPON;MITSUBISHI;PZA;OPMIY1172 /YSK;0,00
6.409;10101-02Z26-M-HL;;EMPAQUE MOTOR NIS.MD92;HL;TW.;NISSAN;JGO;pedir autorizacion si es para cliente o reparacion;0,00
6.410;11213-54050-T;;EMPAQUE TAPA VALANCIN TOY.2L/3L   89-  NEW;NGC:ERISTIC;TW.;TOYOTA;PZA;;0,00
6.411;MD-182292;A577RU29MM /HX577RU29MM;CORREA DIST.154D MIT.4G64 GALANT 91- LARGO;SUN;JAPON;MITSUBISHI;PZA;154Dx29-SUNxLARGO  A577RU29MM/HX577RU29MM;0,00
6.412;MD-182293;A461RU29MM /MD-197141;CORREA DIST.123D MIT.4G63 DELICA/CHARIOT (ANCHO)  94-  2.0cc.  ok*;SUN;JAPON;MITSUBISHI;PZA;123Dx29-SUN        A461RU29MM;0,00
6.413;MD-339052-J;A465RU29MM/129MR29;CORREA DIST.124D MIT.4G64 /4M40  (ANCHO)  96-;SUN*/MIT;JAPON;MITSUBISHI;PZA;124Dx29        A465RU29MM/124MR29;0,00
6.414;MD-183006;HX835YU32MM;CORREA DIST.265D MIT.6G74   V6  92-;SUN;JAPON;MITSUBISHI;PZA;265Dx32-SUN        HX835YU32MM;0,00
6.415;MD-040533-J;EG231  5047/5067 MD183808;EMPAQUE CULATA MIT.G63/4G63/2.0/L200 8V. 82-86  OLD  ok*;KGK;JAPON;MITSUBISHI;;;0,00
6.416;MD-188289-STD;M8569   ok*  pedir;PISTON MIT.4G63  NEW-   8V.  85MM  1.2x1.5x3  22MM  PAS.;NPC/TIK;JAPON;MITSUBISHI;JGO;STD;0,00
6.417;MD-040533;EG231  5047/5067 MD183808;EMPAQUE CULATA MIT.G63/4G63/2.0/L200 8V. 82-86  OLD  ok*;ERI/NPC/TOW/KAN/LAN/NGC;TW.;MITSUBISHI;PZA;ASBESTO 0k*        EG231/THC5047         THC5067NK;0,00
6.418;MD-184303;MD-159069;RETEN VALV.MIT.4G92/4G93/4G63/4G64/16V. 98-  6G72/6G74/24V.  M/ALTO  ok*;BEN BRAN/MUS.;JAPON;MITSUBISHI;PZA;6x11  M/ALTO;0,00
6.419;MD-188289-050;M8569     ok;PISTON MIT.4G63  NEW-   8V.  85MM  1.2x1.5x3  22MM  PAS.;NPC/TIK;KOREA;MITSUBISHI;JGO;50;0,00
6.420;11213-56030-T;;EMPAQUE TAPA VALANCIN TOY.11B/14B   V118;LAN;TW.;TOYOTA;PZA;;0,00
6.421;MD-188289-075;M8569;PISTON MIT.4G63  NEW-   8V.  85MM  1.2x1.5x3  22MM  PAS.;TOTO;JAPON;MITSUBISHI;JGO;075                           M8569-3;0,00
6.422;MD-188998-025;M8652;PISTON MIT.4G64 /NEW  86.5MM  1.2x1.5x3  22MM PAS.  93-96;TOTO;JAPON;MITSUBISHI;JGO;025                           M8652-1;0,00
6.423;MD-188998-050;43.228;PISTON MIT.4G64 /NEW  86.5MM  1.2x1.5x3  22MM PAS.  93-96;NPC/TEIKIN;JAPON;MITSUBISHI;JGO;050                              43228;0,00
6.424;MD-188998-STD;;PISTON MIT.4G64 /NEW  86.5MM  1.2x1.5x3  22MM PAS.  93-96;NPC;KOREA;MITSUBISHI;JGO;STD;0,00
6.425;MN-149038-050;43284/6G74III;PISTON MIT.6G74/V6/3.5/24V. 93MM  1.5x1.5x3  hueco  T/ALFIN;TEIKIN;KOREA;MITSUBISHI;JGO;50;0,00
6.426;MD-308276-050;M9305   MD-189498;PISTON MIT.6G74/V6/3.5/24V. DOHC  93MM  1.5x1.5x3    plano;TOTO/NPC/TEIKIN;JAPON;MITSUBISHI;JGO;050                                M9305-2;0,00
6.427;MN-149038-STD;43284/6G74III;PISTON MIT.6G74/V6/3.5/24V. 93MM  1.5x1.5x3  hueco  T/ALFIN;TEIKIN;KOREA;MITSUBISHI;JGO;STD;0,00
6.428;MD-189522-MIT;123MR19   /MD-140229;CORREA DIST.123D MIT.4G64  91-  DELG;MITSUBOSHI;JAPON;MITSUBISHI;PZA;123Dx19-MIT           123MR19;0,00
6.429;MD-190393;EG226/EG2003/THC5073;EMPAQUE CULATA MIT.4G64   8V.  OLD;ERI/TOW/NPC/NGC/LAN/MEGA;TW.;MITSUBISHI;PZA;EG226/EG2003         THC5073;0,00
6.430;NPPN-069;NPPN-069;BOMBA SUMERJIBLE GAS.TOY.1NZ/2NZ1GR/1TR/2TR/2S/05-VIGO/PROBOX/YARIS/TACOMA 05- CHICO ok***;NPPN;KOREA;TOYOTA;PZA;38x5MM                   NPPN-069/GIP-503/GIP-505;0,00
6.431;MD-195828-050;SWM31116/33936-3F/20291;ANILLAS MIT.4G64  NEW  86.5MM  1.2X1.5X2.8    93-06;NPR/RIK/TP;JAPON;MITSUBISHI;JGO;050                        SWM31116/33936-3F/20291;0,00
6.432;MD-195828-075;SWM31116/33936-3F/20291;ANILLAS MIT.4G64  NEW  86.5MM  1.2X1.5X2.8    93-06;NPR/TP/RIK;JAPON;MITSUBISHI;JGO;075                        SWM31116/33936-3F/20291;0,00
6.433;11213-63010-T;;EMPAQUE TAPA VALANCIN TOY.1S/2S;TW;TW.;TOYOTA;PZA;;0,00
6.434;MD-192995;27501-33A00;JGO.CABLES BUJIA MIT.4G93/4G63 RVR CHARIOT/GALANT-  CORTO exacto  ok**;SEIWA;JAPON;MITSUBISHI;JGO;CORTO ok*;0,00
6.435;TO-5719-ACD;TO-5719;TRICETA TOY.COROLLA 03-  NEW (23D) GRANDE;ACD;TW.;TOYOTA;PZA;23x37                     TO-5719;0,00
6.436;MD-195828-025;SWM31116/33936-3F/20291;ANILLAS MIT.4G64  NEW  86.5MM  1.2X1.5X2.8    93-06;NPR/TP/RIK;JAPON;MITSUBISHI;JGO;025                        SWM31116/33936-3F/20291;0,00
6.437;MD-195828-STD;SWM31116/33936-3F/20291;ANILLAS MIT.4G64  NEW  86.5MM  1.2X1.5X2.8    93-06;NPR/TP/RIK;JAPON;MITSUBISHI;JGO;STD                        SWM31116/33936-3F/20291;0,00
6.438;MD-195810-050;SWM31103-NPR;ANILLAS MIT.4G63 NEW 85MM 1.2X1.5X2.8;NPR;JAPON;MITSUBISHI;JGO;050-SWM31103-NPR;0,00
6.439;MD-195810-075;SWM31103-NPR;ANILLAS MIT.4G63 NEW 85MM 1.2X1.5X2.8;NPR;JAPON;MITSUBISHI;JGO;075-SWM31103-NPR;0,00
6.440;11213-64020;ET086-THR9122/11213-64040;EMPAQUE TAPA VALANCIN TOY.1C/2C  6HUECOS 83-;ER:TOWA:NGC;TW.;TOYOTA;PZA;6HUECOS;0,00
6.441;MD-195810-STD;SWM31103-NPR;ANILLAS MIT.4G63 NEW 85MM 1.2X1.5X2.8;NPR;JAPON;MITSUBISHI;JGO;STD-SWM31103-NPR;0,00
6.442;MD-195850-025;SWM31071/33924-3F/20049;ANILLAS MIT.4G63K   85MM   1.2X1.5X3   88-;NPR/TP/RIK;JAPON;MITSUBISHI;JGO;025                        SWM31071/33924-3F/20049;0,00
6.443;31420-42070-T;;BOMBA EMBRAGUE TOY.3S RAV4 06- S/TACHO S/RECTO PLASTICO T/1TR/2TR;NAKAMOTO;TW;TOYOTA;PZA;2PERx72xS/ARxS/Tx5/8xPLASTICO SM-T1727 /CMT-153;0,00
6.444;31470-20210-T;;CILINDRO AUXILIAR EMBRAGUE TOY.2ZR/ZZE111/122/142  3/4  01-07- COROLLA NEW-  3SFE/RAV4;NNP;TW.;TOYOTA;PZA;;0,00
6.445;MD-195872-025;SWM31072/20155/33925-3F;ANILLAS MIT.4G64K   86.5MM   1.2X1.5X3;NPR/RIK/TP;JAPON;MITSUBISHI;JGO;025                        SWM31072/20155/33925-3F;0,00
6.446;16100-19235;T-99/GWT-91A;BOMBA AGUA TOY.1HZ/1HDT;NPW/GMB;JAPON;TOYOTA;PZA;T-99/GWT-91A;0,00
6.447;MD-195872-050;SWM31072/20155;ANILLAS MIT.4G64K   86.5MM   1.2X1.5X3;NPR/RIK;JAPON;MITSUBISHI;JGO;050                             SWM31072/20155;0,00
6.448;12371-11510;12372-11070;SOPORTE CAJA TRAS.TRANS.TOY.4EFE/5EF    AVION;TH;TW.;TOYOTA;PZA;AVIONCITO;0,00
6.449;31470-0K060-T;;CILINDRO AUXILIAR EMBRAGUE TOY.1GRFE/FORTUNER 3/4  00- VERTICAL;NAKAMOTO;TW;TOYOTA;PZA;2PERx125xS/ARxS/Tx3/4xFIERRO;0,00
6.450;MD-195872-STD;SWM31072/20155/33925-3F;ANILLAS MIT.4G64K   86.5MM   1.2X1.5X3;NPR/RIK/TP;JAPON;MITSUBISHI;JGO;STD                       SWM31072/20155/33925-3F;0,00
6.451;NS-71/NSC-63;NS-71/NSC-63;KIT PRENSA DISCO NIS.MR18/MR20 TIIDA/VERSA B/BAJO;VALEO/K;KOREA;NISSAN;JGO;225x160x21x24/225x160x255xDIxGOROBADO;56,63
6.452;MD-197106-TUF;EMB-5352-TUF/EMB-5386-TUF;VALVULA EX MIT.4G64K/4G63K/16V. 93-  6G72/6G74/V6/24V. INY. 8PZ-JGO. CHINO ok**;NPC/DOK*/BEN/ROCKY;JAPON**;MITSUBISHI;JGO;6x29x114         EMB-5352-TUF/EMB-5386-TUF/MIX-55T;576,00
6.453;MD-197162-025;20.973;ANILLAS MIT.4D68 /NA/RVR  82.7MM  S/C  2x2x3;RIK;JAPON;MITSUBISHI;JGO;025  ran/verificar              20973;0,00
6.454;MD-197162-STD;20.973;ANILLAS MIT.4D68 /NA/RVR  82.7MM  S/C  2x2x3;RIK;JAPON;MITSUBISHI;JGO;STD ran/verificar                   20973;0,00
6.455;MD-197187-STD;20.525;ANILLAS MIT.4D68T/TURBO  82.7MM          2x2x3;RIK;JAPON;MITSUBISHI;JGO;STD                          20525;0,00
6.456;MD-197187-025;20.525;ANILLAS MIT.4D68T/TURBO  82.7MM          2x2x3;RIK;JAPON;MITSUBISHI;JGO;025                          20525;0,00
6.457;MD-197608-025;M123A1/MS-1822;CASQ.BANCADA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;025                         M123A1/MS-1822;195,85
6.458;MD-197608-050;M123A1/MS-1822;CASQ.BANCADA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;050                           M123A1/MS-1822;175,50
6.459;MD-197608-075;M123A1/MS-1822;CASQ.BANCADA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;075                           M123A1/MS-1822;324,00
6.460;MD-197608-1.00;M123A1/MS-1822;CASQ.BANCADA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;0.100                       M123A1/MS-1822;0,00
6.461;MD-197608-STD;M123A1/MS-1822;CASQ.BANCADA MIT.6G72/V6/3.0;TAHIO/NDC;JAPON;MITSUBISHI;JGO;STD                           M123A1/MS-1822;178,30
6.462;MD-197808-025;23410-35214 HM9116XB-R/L;PISTON HYUN.MIT.6G72/V6  91.1MM R/L 24V. 1.2x1.5x3 NEW HUECO;TOTO;JAPON;MITSUBISHI;JGO;025-R/L;0,00
6.463;MD-168963-SF;LINER-4M40-S-M;CAMISA MIT.4M40/2TZ/3RZ/2TR/VQ40   95MM  S/F  S/S;IZUMI;JAPON;MITSUBISHI;JGO;94x99x185  95MM S/F;0,00
